film_title,category_name,customer_name,store_location,rental_date,customer_total_for_film
SHIP WONDERLAND,Documentary,HECTOR POINDEXTER,"Woodridge, Australia",2005-07-26 22:56:21,2.99
ROAD ROXANNE,Documentary,MILTON HOWLAND,"Woodridge, Australia",2005-07-26 22:59:19,8.99
PANTHER REDS,Sci-Fi,PHILIP CAUSEY,"Lethbridge, Canada",2005-07-26 23:00:01,8.99
NAME DETECTIVE,Games,ANDREW PURDY,"Woodridge, Australia",2005-07-26 23:02:57,4.99
WONKA SEA,Animation,DARRELL POWER,"Woodridge, Australia",2005-07-26 23:08:04,6.99
EXPECATIONS NATURAL,Travel,PHILLIP HOLM,"Lethbridge, Canada",2005-07-26 23:09:23,4.99
MUSCLE BRIGHT,Travel,RICKY SHELBY,"Woodridge, Australia",2005-07-26 23:13:10,2.99
ALASKA PHANTOM,Music,TED BREAUX,"Woodridge, Australia",2005-07-26 23:13:34,0.99
ICE CROSSING,Games,JESUS MCCARTNEY,"Woodridge, Australia",2005-07-26 23:16:04,7.99
BED HIGHBALL,Documentary,JUSTIN NGO,"Woodridge, Australia",2005-07-26 23:17:51,5.99
STOCK GLASS,New,VALERIE BLACK,"Lethbridge, Canada",2005-07-26 23:18:35,5.99
GALAXY SWEETHEARTS,Classics,MARIO CHEATHAM,"Lethbridge, Canada",2005-07-26 23:18:49,5.99
DRUMS DYNAMITE,Horror,LOUIS LEONE,"Lethbridge, Canada",2005-07-26 23:34:02,4.99
HARRY IDAHO,Drama,ANA BRADLEY,"Woodridge, Australia",2005-07-26 23:40:07,8.99
COLOR PHILADELPHIA,Classics,JEANNE LAWSON,"Woodridge, Australia",2005-07-26 23:42:03,3.99
GANGS PRIDE,Animation,GLADYS HAMILTON,"Lethbridge, Canada",2005-07-26 23:44:12,2.99
ATTACKS HATE,Sci-Fi,ANGEL BARCLAY,"Lethbridge, Canada",2005-07-26 23:45:33,4.99
ROBBERS JOON,Children,LILLIAN GRIFFIN,"Lethbridge, Canada",2005-07-26 23:47:31,2.99
VANILLA DAY,Games,KRISTINA CHAMBERS,"Lethbridge, Canada",2005-07-26 23:51:27,4.99
OPPOSITE NECKLACE,Family,CHARLES KOWALSKI,"Lethbridge, Canada",2005-07-26 23:52:47,4.99
DOWNHILL ENOUGH,Comedy,SALVADOR TEEL,"Woodridge, Australia",2005-07-26 23:55:13,0.99
DOUBLE WRATH,Animation,WESLEY BULL,"Woodridge, Australia",2005-07-26 23:55:48,3.99
JERICHO MULAN,Games,GABRIEL HARDER,"Lethbridge, Canada",2005-07-27 00:00:00,2.99
CHICKEN HELLFIGHTERS,Documentary,ANDREW PURDY,"Woodridge, Australia",2005-07-27 00:02:41,0.99
ATLANTIS CAUSE,Family,LEE HAWKS,"Lethbridge, Canada",2005-07-27 00:08:33,3.99
JAWBREAKER BROOKLYN,Music,MARTHA GONZALEZ,"Lethbridge, Canada",2005-07-27 00:10:49,0.99
WOMEN DORADO,Action,COURTNEY DAY,"Lethbridge, Canada",2005-07-27 00:10:58,0.99
VALLEY PACKER,Comedy,RICARDO MEADOR,"Lethbridge, Canada",2005-07-27 00:13:02,4.99
FRENCH HOLIDAY,Documentary,STANLEY SCROGGINS,"Woodridge, Australia",2005-07-27 00:15:04,4.99
ALIEN CENTER,Foreign,ROBERTA HARPER,"Lethbridge, Canada",2005-07-27 00:15:18,2.99
GALAXY SWEETHEARTS,Classics,JANET PHILLIPS,"Lethbridge, Canada",2005-07-27 00:15:35,9.99
DRIFTER COMMANDMENTS,Action,RAMONA HALE,"Woodridge, Australia",2005-07-27 00:16:31,6.99
GO PURPLE,Music,WAYNE TRUONG,"Woodridge, Australia",2005-07-27 00:16:45,0.99
MINE TITANS,New,DARYL LARUE,"Woodridge, Australia",2005-07-27 00:23:54,8.99
AFFAIR PREJUDICE,Horror,JEFF EAST,"Woodridge, Australia",2005-07-27 00:26:14,4.99
GRAFFITI LOVE,Sci-Fi,EDDIE TOMLIN,"Lethbridge, Canada",2005-07-27 00:31:25,0.99
ORIENT CLOSER,Drama,THELMA MURRAY,"Lethbridge, Canada",2005-07-27 00:39:16,11.98
RINGS HEARTBREAKERS,Action,CORY MEEHAN,"Lethbridge, Canada",2005-07-27 00:39:54,1.99
SEATTLE EXPECATIONS,Drama,FREDERICK ISBELL,"Woodridge, Australia",2005-07-27 00:40:50,6.99
SIERRA DIVIDE,Sports,ESTHER CRAWFORD,"Woodridge, Australia",2005-07-27 00:47:40,1.99
DRAGON SQUAD,Action,JOANN GARDNER,"Woodridge, Australia",2005-07-27 00:50:30,3.99
APOCALYPSE FLAMINGOS,New,NICHOLAS BARFIELD,"Lethbridge, Canada",2005-07-27 00:51:38,4.99
GRIT CLOCKWORK,Games,FRANCISCO SKIDMORE,"Woodridge, Australia",2005-07-27 00:55:03,2.99
LOATHING LEGALLY,Classics,SHERRI RHODES,"Lethbridge, Canada",2005-07-27 00:56:30,2.99
HANOVER GALAXY,Music,MIGUEL BETANCOURT,"Lethbridge, Canada",2005-07-27 00:57:42,4.99
INCH JET,Animation,PATSY DAVIDSON,"Woodridge, Australia",2005-07-27 00:59:05,4.99
POLLOCK DELIVERANCE,Foreign,RAYMOND MCWHORTER,"Woodridge, Australia",2005-07-27 00:59:50,5.98
COLDBLOODED DARLING,Sci-Fi,STEVEN CURLEY,"Lethbridge, Canada",2005-07-27 01:00:08,10.98
BILKO ANONYMOUS,Family,JOSEPH JOY,"Woodridge, Australia",2005-07-27 01:03:06,10.99
PITY BOUND,Drama,MICHELE GRANT,"Woodridge, Australia",2005-07-27 01:05:24,4.99
RAGE GAMES,Family,MARCIA DEAN,"Lethbridge, Canada",2005-07-27 01:13:45,4.99
INSECTS STONE,Animation,HAROLD MARTINO,"Lethbridge, Canada",2005-07-27 01:14:02,0.99
CONEHEADS SMOOCHY,Drama,JOHN FARNSWORTH,"Lethbridge, Canada",2005-07-27 01:16:29,4.99
HUNGER ROOF,Foreign,BRENDA WRIGHT,"Woodridge, Australia",2005-07-27 01:23:24,1.99
FLAMINGOS CONNECTICUT,New,MARLENE WELCH,"Lethbridge, Canada",2005-07-27 01:25:34,4.99
TRADING PINOCCHIO,Sports,JOE GILLILAND,"Woodridge, Australia",2005-07-27 01:26:14,4.99
CHARIOTS CONSPIRACY,Sci-Fi,GERALDINE PERKINS,"Lethbridge, Canada",2005-07-27 01:32:06,2.99
WEDDING APOLLO,Documentary,GEORGE LINTON,"Lethbridge, Canada",2005-07-27 01:36:05,4.99
LOSER HUSTLER,Sports,THEODORE CULP,"Woodridge, Australia",2005-07-27 01:38:36,5.99
SCORPION APOLLO,Drama,GWENDOLYN MAY,"Lethbridge, Canada",2005-07-27 01:42:20,8.99
TRIP NEWTON,Action,MARSHA DOUGLAS,"Woodridge, Australia",2005-07-27 01:43:39,4.99
SIMON NORTH,Horror,NANCY THOMAS,"Lethbridge, Canada",2005-07-27 01:44:03,0.99
GANDHI KWAI,Family,VINCENT RALSTON,"Lethbridge, Canada",2005-07-27 01:45:44,0.99
PATHS CONTROL,Drama,SETH HANNON,"Woodridge, Australia",2005-07-27 01:56:01,4.99
TIGHTS DAWN,Sports,MAXINE SILVA,"Woodridge, Australia",2005-07-27 01:58:34,0.99
COMMAND DARLING,Foreign,MINNIE ROMERO,"Woodridge, Australia",2005-07-27 02:01:03,8.99
STREAK RIDGEMONT,Documentary,DARRELL POWER,"Woodridge, Australia",2005-07-27 02:03:21,0.99
BLUES INSTINCT,Family,REBECCA SCOTT,"Woodridge, Australia",2005-07-27 02:15:01,2.99
FIDDLER LOST,Sci-Fi,ALFRED CASILLAS,"Woodridge, Australia",2005-07-27 02:15:16,5.99
COLDBLOODED DARLING,Sci-Fi,JUNE CARROLL,"Lethbridge, Canada",2005-07-27 02:16:03,4.99
STAR OPERATION,Sports,RICK MATTOX,"Woodridge, Australia",2005-07-27 02:20:26,3.99
SUNDANCE INVASION,Children,LESLIE SEWARD,"Woodridge, Australia",2005-07-27 02:24:27,0.99
MONEY HAROLD,New,RUSSELL BRINSON,"Lethbridge, Canada",2005-07-27 02:26:38,8.99
TROOPERS METAL,New,WILLIAM SATTERFIELD,"Woodridge, Australia",2005-07-27 02:32:44,4.99
PITY BOUND,Drama,MATTIE HOFFMAN,"Woodridge, Australia",2005-07-27 02:36:40,4.99
SEA VIRGIN,Drama,JUNE CARROLL,"Lethbridge, Canada",2005-07-27 02:40:29,2.99
CONVERSATION DOWNHILL,Family,DANA HART,"Lethbridge, Canada",2005-07-27 02:54:25,6.99
ENCOUNTERS CURTAIN,Drama,GUY BROWNLEE,"Woodridge, Australia",2005-07-27 03:01:40,0.99
ROSES TREASURE,Sports,CASSANDRA WALTERS,"Lethbridge, Canada",2005-07-27 03:03:09,4.99
GRADUATE LORD,Children,LEONA OBRIEN,"Woodridge, Australia",2005-07-27 03:03:37,2.99
LOSER HUSTLER,Sports,RUBY WASHINGTON,"Woodridge, Australia",2005-07-27 03:06:09,5.99
MASSACRE USUAL,Games,CHRISTINA RAMIREZ,"Woodridge, Australia",2005-07-27 03:06:12,9.98
HIGH ENCINO,Horror,GABRIEL HARDER,"Lethbridge, Canada",2005-07-27 03:07:29,3.99
HIGH ENCINO,Horror,EMILY DIAZ,"Woodridge, Australia",2005-07-27 03:11:48,4.99
BUCKET BROTHERHOOD,Travel,JARED ELY,"Lethbridge, Canada",2005-07-27 03:17:19,4.99
TRUMAN CRAZY,Action,CARLOS COUGHLIN,"Lethbridge, Canada",2005-07-27 03:18:32,4.99
BORROWERS BEDAZZLED,Animation,MELANIE ARMSTRONG,"Lethbridge, Canada",2005-07-27 03:20:18,0.99
RULES HUMAN,Horror,BRENT HARKINS,"Lethbridge, Canada",2005-07-27 03:24:23,7.99
GUNFIGHT MOON,Comedy,JUDITH COX,"Woodridge, Australia",2005-07-27 03:27:35,0.99
SOMETHING DUCK,Drama,JOE GILLILAND,"Woodridge, Australia",2005-07-27 03:27:56,4.99
NORTHWEST POLISH,Sports,MARCIA DEAN,"Lethbridge, Canada",2005-07-27 03:31:11,4.99
SMILE EARRING,Travel,VIRGIL WOFFORD,"Lethbridge, Canada",2005-07-27 03:31:48,7.99
PEACH INNOCENT,Sports,STEPHEN QUALLS,"Lethbridge, Canada",2005-07-27 03:32:41,7.99
DRAGONFLY STRANGERS,New,DORIS REED,"Woodridge, Australia",2005-07-27 03:33:17,4.99
EVE RESURRECTION,New,VIVIAN RUIZ,"Lethbridge, Canada",2005-07-27 03:34:37,4.99
SPLASH GUMP,Family,TAMMY SANDERS,"Woodridge, Australia",2005-07-27 03:36:38,2.99
MIXED DOORS,Foreign,DANA HART,"Lethbridge, Canada",2005-07-27 03:43:28,4.99
CONFUSED CANDLES,Family,LILLIE KIM,"Woodridge, Australia",2005-07-27 03:46:27,8.99
DYNAMITE TARZAN,Classics,ANTHONY SCHWAB,"Woodridge, Australia",2005-07-27 03:50:03,4.99
CLOCKWORK PARADISE,Children,RUBY WASHINGTON,"Woodridge, Australia",2005-07-27 03:50:46,1.99
ANGELS LIFE,New,WILLARD LUMPKIN,"Woodridge, Australia",2005-07-27 03:51:02,5.99
CROSSROADS CASUALTIES,Animation,LUCILLE HOLMES,"Lethbridge, Canada",2005-07-27 03:51:10,2.99
INNOCENT USUAL,Foreign,JEAN BELL,"Lethbridge, Canada",2005-07-27 03:52:27,9.99
SEVEN SWARM,Games,FERNANDO CHURCHILL,"Woodridge, Australia",2005-07-27 03:53:43,4.99
CROOKED FROGMEN,Children,MILDRED BAILEY,"Lethbridge, Canada",2005-07-27 03:55:10,0.99
WILLOW TRACY,Family,ALBERTO HENNING,"Woodridge, Australia",2005-07-27 03:57:50,2.99
IDOLS SNATCHERS,Children,DOUGLAS GRAF,"Lethbridge, Canada",2005-07-27 03:59:35,6.99
TRIP NEWTON,Action,TRACEY BARRETT,"Woodridge, Australia",2005-07-27 04:01:08,9.98
VOYAGE LEGALLY,Classics,KATHERINE RIVERA,"Woodridge, Australia",2005-07-27 04:01:15,1.99
STRAIGHT HOURS,Sports,CHRISTY VARGAS,"Lethbridge, Canada",2005-07-27 04:02:33,0.99
STEPMOM DREAM,Foreign,TINA SIMMONS,"Woodridge, Australia",2005-07-27 04:03:26,4.99
FATAL HAUNTED,New,LORRAINE STEPHENS,"Woodridge, Australia",2005-07-27 04:06:24,2.99
WATERSHIP FRONTIER,Horror,DARRYL ASHCRAFT,"Woodridge, Australia",2005-07-27 04:11:40,1.99
NEIGHBORS CHARADE,Sports,ANDREW PURDY,"Woodridge, Australia",2005-07-27 04:12:14,6.99
PRINCESS GIANT,Documentary,GAIL KNIGHT,"Lethbridge, Canada",2005-07-27 04:13:02,3.99
VOLCANO TEXAS,Games,GERALD FULTZ,"Woodridge, Australia",2005-07-27 04:21:58,2.99
CLEOPATRA DEVIL,New,LEO EBERT,"Lethbridge, Canada",2005-07-27 04:25:25,2.99
BROTHERHOOD BLANKET,Documentary,JACOB LANCE,"Lethbridge, Canada",2005-07-27 04:25:59,2.99
HURRICANE AFFAIR,Comedy,JUDITH COX,"Woodridge, Australia",2005-07-27 04:27:32,2.99
MOB DUFFEL,Drama,ISAAC OGLESBY,"Woodridge, Australia",2005-07-27 04:28:39,0.99
CONEHEADS SMOOCHY,Drama,AMY LOPEZ,"Lethbridge, Canada",2005-07-27 04:34:07,6.99
METAL ARMAGEDDON,Documentary,MELINDA FERNANDEZ,"Lethbridge, Canada",2005-07-27 04:35:44,5.99
DROP WATERFRONT,Sports,LAURA RODRIGUEZ,"Lethbridge, Canada",2005-07-27 04:42:08,4.99
FANTASY TROOPERS,Action,THEODORE CULP,"Woodridge, Australia",2005-07-27 04:43:42,0.99
SATURN NAME,Comedy,VERA MCCOY,"Lethbridge, Canada",2005-07-27 04:43:53,4.99
MERMAID INSECTS,Sports,JASON MORRISSEY,"Lethbridge, Canada",2005-07-27 04:44:10,4.99
FIDELITY DEVIL,Horror,CARL ARTIS,"Lethbridge, Canada",2005-07-27 04:46:00,6.99
PERSONAL LADYBUGS,Music,JULIAN VEST,"Woodridge, Australia",2005-07-27 04:47:00,1.99
CROOKED FROGMEN,Children,LOUIS LEONE,"Lethbridge, Canada",2005-07-27 04:47:33,0.99
DESTINY SATURDAY,New,CLAYTON BARBEE,"Woodridge, Australia",2005-07-27 04:51:15,9.99
MASSACRE USUAL,Games,LINDA WILLIAMS,"Lethbridge, Canada",2005-07-27 04:54:42,5.99
MARS ROMAN,Games,WILLIE MARKHAM,"Woodridge, Australia",2005-07-27 05:01:08,0.99
POLLOCK DELIVERANCE,Foreign,JENNIFER DAVIS,"Woodridge, Australia",2005-07-27 05:03:44,2.99
TWISTED PIRATES,Children,MARVIN YEE,"Woodridge, Australia",2005-07-27 05:05:01,4.99
HOUSE DYNAMITE,Family,BESSIE MORRISON,"Lethbridge, Canada",2005-07-27 05:06:34,2.99
DONNIE ALLEY,Animation,NORMAN CURRIER,"Lethbridge, Canada",2005-07-27 05:07:21,1.99
GOODFELLAS SALUTE,Sci-Fi,MIKE WAY,"Lethbridge, Canada",2005-07-27 05:08:59,4.99
ANACONDA CONFESSIONS,Animation,AGNES BISHOP,"Woodridge, Australia",2005-07-27 05:15:25,2.99
CREEPERS KANE,Classics,HELEN HARRIS,"Lethbridge, Canada",2005-07-27 05:15:37,4.99
HEAVEN FREEDOM,Comedy,RITA GRAHAM,"Lethbridge, Canada",2005-07-27 05:22:04,2.99
MOONSHINE CABIN,Games,TERRY GRISSOM,"Woodridge, Australia",2005-07-27 05:28:32,4.99
GLEAMING JAWBREAKER,Sports,NATHAN RUNYON,"Lethbridge, Canada",2005-07-27 05:28:57,5.99
REMEMBER DIARY,Family,DARLENE ROSE,"Woodridge, Australia",2005-07-27 05:30:48,2.99
ELEMENT FREDDY,Comedy,JORGE OLIVARES,"Woodridge, Australia",2005-07-27 05:38:16,4.99
TEQUILA PAST,Children,PEGGY MYERS,"Lethbridge, Canada",2005-07-27 05:38:42,5.99
HOMICIDE PEACH,Family,CHRISTIAN JUNG,"Lethbridge, Canada",2005-07-27 05:41:20,2.99
STORY SIDE,Action,JOSEPHINE GOMEZ,"Lethbridge, Canada",2005-07-27 05:42:13,0.99
SHOOTIST SUPERFLY,Drama,WILLIE MARKHAM,"Woodridge, Australia",2005-07-27 05:42:58,0.99
GRINCH MASSAGE,Games,TONYA CHAPMAN,"Woodridge, Australia",2005-07-27 05:46:43,11.98
MUSCLE BRIGHT,Travel,JOSE ANDREW,"Lethbridge, Canada",2005-07-27 05:48:36,2.99
CAT CONEHEADS,Comedy,KENT ARSENAULT,"Lethbridge, Canada",2005-07-27 05:53:50,8.99
GREASE YOUTH,Family,CRYSTAL FORD,"Lethbridge, Canada",2005-07-27 05:55:32,0.99
EMPIRE MALKOVICH,Children,MATTIE HOFFMAN,"Woodridge, Australia",2005-07-27 05:58:32,0.99
GORGEOUS BINGO,Children,BERNICE WILLIS,"Lethbridge, Canada",2005-07-27 06:03:18,6.99
ANNIE IDENTITY,Sci-Fi,CONSTANCE REID,"Woodridge, Australia",2005-07-27 06:08:48,5.99
SADDLE ANTITRUST,Comedy,REBECCA SCOTT,"Woodridge, Australia",2005-07-27 06:09:30,2.99
CONFIDENTIAL INTERVIEW,Music,LEON BOSTIC,"Lethbridge, Canada",2005-07-27 06:11:00,6.99
BEAUTY GREASE,Drama,GLEN TALBERT,"Lethbridge, Canada",2005-07-27 06:13:48,4.99
ANTITRUST TOMATOES,Action,ERIK GUILLEN,"Woodridge, Australia",2005-07-27 06:14:36,3.99
HOBBIT ALIEN,Drama,BESSIE MORRISON,"Lethbridge, Canada",2005-07-27 06:18:01,0.99
NETWORK PEAK,Family,PERRY SWAFFORD,"Lethbridge, Canada",2005-07-27 06:25:06,2.99
PUNK DIVORCE,Animation,COLLEEN BURTON,"Lethbridge, Canada",2005-07-27 06:28:34,7.99
PARADISE SABRINA,Comedy,TYLER WREN,"Woodridge, Australia",2005-07-27 06:29:23,2.99
DIVIDE MONSTER,Sci-Fi,JULIAN VEST,"Woodridge, Australia",2005-07-27 06:33:06,2.99
OZ LIAISONS,Animation,BERNICE WILLIS,"Lethbridge, Canada",2005-07-27 06:34:32,2.99
SUN CONFESSIONS,Sci-Fi,VERNON CHAPA,"Woodridge, Australia",2005-07-27 06:40:41,0.99
FICTION CHRISTMAS,Foreign,BRENDA WRIGHT,"Woodridge, Australia",2005-07-27 06:47:13,3.99
COWBOY DOOM,Foreign,ISAAC OGLESBY,"Woodridge, Australia",2005-07-27 06:52:21,2.99
HUNTER ALTER,Documentary,VIRGINIA GREEN,"Woodridge, Australia",2005-07-27 06:54:12,4.99
SHANE DARKNESS,Travel,ALFRED CASILLAS,"Woodridge, Australia",2005-07-27 06:55:27,2.99
GREEDY ROOTS,Drama,EARL SHANKS,"Lethbridge, Canada",2005-07-27 06:55:39,0.99
WONDERFUL DROP,Foreign,CLYDE TOBIAS,"Lethbridge, Canada",2005-07-27 07:00:37,4.99
SILENCE KANE,Music,EDNA WEST,"Woodridge, Australia",2005-07-27 07:01:00,0.99
DEER VIRGINIAN,Music,LAURIE LAWRENCE,"Lethbridge, Canada",2005-07-27 07:02:34,2.99
GUN BONNIE,Games,JUSTIN NGO,"Woodridge, Australia",2005-07-27 07:04:09,0.99
STRANGELOVE DESIRE,Children,GLENDA FRAZIER,"Lethbridge, Canada",2005-07-27 07:10:40,3.99
BROTHERHOOD BLANKET,Documentary,JEANETTE GREENE,"Lethbridge, Canada",2005-07-27 07:11:14,6.99
LAMBS CINCINATTI,Games,WAYNE TRUONG,"Woodridge, Australia",2005-07-27 07:15:01,7.99
HUNCHBACK IMPOSSIBLE,Drama,GABRIEL HARDER,"Lethbridge, Canada",2005-07-27 07:16:17,4.99
ARIZONA BANG,Classics,SARAH LEWIS,"Woodridge, Australia",2005-07-27 07:18:46,7.99
AIRPLANE SIERRA,Comedy,MICHELE GRANT,"Woodridge, Australia",2005-07-27 07:19:34,4.99
LOSE INCH,Foreign,MARTHA GONZALEZ,"Lethbridge, Canada",2005-07-27 07:23:58,4.99
EARTH VISION,New,VERONICA STONE,"Lethbridge, Canada",2005-07-27 07:24:00,2.99
BLUES INSTINCT,Family,SIDNEY BURLESON,"Lethbridge, Canada",2005-07-27 07:26:32,4.99
JET NEIGHBORS,Foreign,VIOLET RODRIQUEZ,"Lethbridge, Canada",2005-07-27 07:32:45,4.99
SLACKER LIAISONS,Drama,MARTHA GONZALEZ,"Lethbridge, Canada",2005-07-27 07:36:11,5.99
CANDIDATE PERDITION,Classics,SONIA GREGORY,"Lethbridge, Canada",2005-07-27 07:36:34,6.99
FANTASIA PARK,Games,WALLACE SLONE,"Lethbridge, Canada",2005-07-27 07:36:56,3.99
BANGER PINOCCHIO,Music,RUSSELL BRINSON,"Lethbridge, Canada",2005-07-27 07:37:26,2.99
ACADEMY DINOSAUR,Documentary,MATTIE HOFFMAN,"Woodridge, Australia",2005-07-27 07:51:11,0.99
BLINDNESS GUN,Sci-Fi,EVA RAMOS,"Lethbridge, Canada",2005-07-27 07:58:26,4.99
WAR NOTTING,Foreign,NATHAN RUNYON,"Lethbridge, Canada",2005-07-27 07:58:35,4.99
LOATHING LEGALLY,Classics,NICHOLAS BARFIELD,"Lethbridge, Canada",2005-07-27 07:59:16,1.99
ARMAGEDDON LOST,Sci-Fi,TERRANCE ROUSH,"Lethbridge, Canada",2005-07-27 07:59:24,0.99
CASABLANCA SUPER,Travel,YOLANDA WEAVER,"Woodridge, Australia",2005-07-27 08:03:22,4.99
BALLOON HOMEWARD,Music,MARSHA DOUGLAS,"Woodridge, Australia",2005-07-27 08:04:28,2.99
HELLFIGHTERS SIERRA,Foreign,BRENDA WRIGHT,"Woodridge, Australia",2005-07-27 08:09:25,2.99
LEBOWSKI SOLDIERS,Drama,CLINTON BUFORD,"Woodridge, Australia",2005-07-27 08:10:29,2.99
PURPLE MOVIE,Foreign,ANNIE RUSSELL,"Woodridge, Australia",2005-07-27 08:15:38,5.99
ROOM ROMAN,Animation,MICHAEL SILVERMAN,"Lethbridge, Canada",2005-07-27 08:18:38,0.99
KWAI HOMEWARD,Drama,BILL GAVIN,"Woodridge, Australia",2005-07-27 08:22:26,1.99
LANGUAGE COWBOY,Children,JOSEPHINE GOMEZ,"Lethbridge, Canada",2005-07-27 08:23:54,0.99
SWEET BROTHERHOOD,Travel,SALVADOR TEEL,"Woodridge, Australia",2005-07-27 08:26:12,2.99
MOTHER OLEANDER,Sports,ERICA MATTHEWS,"Woodridge, Australia",2005-07-27 08:27:58,6.99
JASON TRAP,Family,LENA JENSEN,"Woodridge, Australia",2005-07-27 08:32:08,2.99
WEDDING APOLLO,Documentary,MEGAN PALMER,"Woodridge, Australia",2005-07-27 08:35:02,0.99
EXPECATIONS NATURAL,Travel,STEVE MACKENZIE,"Woodridge, Australia",2005-07-27 08:36:01,4.99
VANISHED GARDEN,New,CHARLIE BESS,"Woodridge, Australia",2005-07-27 08:36:15,2.99
VIRGIN DAISY,Drama,NEIL RENNER,"Woodridge, Australia",2005-07-27 08:36:55,12.98
CLONES PINOCCHIO,Music,DARLENE ROSE,"Woodridge, Australia",2005-07-27 08:47:01,2.99
INDEPENDENCE HOTEL,Documentary,CLIFTON MALCOLM,"Woodridge, Australia",2005-07-27 08:49:32,0.99
VALLEY PACKER,Comedy,MITCHELL WESTMORELAND,"Woodridge, Australia",2005-07-27 08:50:07,5.99
SLEEPY JAPANESE,New,MISTY LAMBERT,"Woodridge, Australia",2005-07-27 08:53:23,5.99
WATCH TRACY,Animation,LORI WOOD,"Lethbridge, Canada",2005-07-27 08:57:38,1.99
BULWORTH COMMANDMENTS,Games,WADE DELVALLE,"Lethbridge, Canada",2005-07-27 08:57:40,6.99
AMISTAD MIDSUMMER,New,JORDAN ARCHULETA,"Lethbridge, Canada",2005-07-27 09:00:20,4.99
MAJESTIC FLOATS,Documentary,JAMIE WAUGH,"Woodridge, Australia",2005-07-27 09:02:31,2.99
NETWORK PEAK,Family,KATHLEEN ADAMS,"Woodridge, Australia",2005-07-27 09:06:13,6.99
SONS INTERVIEW,Animation,LOUIS LEONE,"Lethbridge, Canada",2005-07-27 09:07:05,9.98
BIRCH ANTITRUST,Music,ALICE STEWART,"Lethbridge, Canada",2005-07-27 09:13:26,5.99
FREAKY POCUS,Music,HAZEL WARREN,"Lethbridge, Canada",2005-07-27 09:16:28,2.99
SPARTACUS CHEAPER,Family,JOYCE EDWARDS,"Woodridge, Australia",2005-07-27 09:16:53,4.99
HORN WORKING,Animation,JUNE CARROLL,"Lethbridge, Canada",2005-07-27 09:19:05,2.99
WHISPERER GIANT,Sci-Fi,MIRIAM MCKINNEY,"Lethbridge, Canada",2005-07-27 09:20:00,6.99
OPERATION OPERATION,Comedy,KENT ARSENAULT,"Lethbridge, Canada",2005-07-27 09:21:22,2.99
NEWSIES STORY,Documentary,BRETT CORNWELL,"Lethbridge, Canada",2005-07-27 09:22:29,3.99
CONFIDENTIAL INTERVIEW,Music,CHRISTOPHER GRECO,"Lethbridge, Canada",2005-07-27 09:23:33,5.99
MOON BUNCH,Foreign,JORGE OLIVARES,"Woodridge, Australia",2005-07-27 09:24:00,2.99
HAMLET WISDOM,Sci-Fi,MISTY LAMBERT,"Woodridge, Australia",2005-07-27 09:27:45,2.99
MINE TITANS,New,SHARON ROBINSON,"Woodridge, Australia",2005-07-27 09:31:44,4.99
TELEMARK HEARTBREAKERS,Animation,CECIL VINES,"Lethbridge, Canada",2005-07-27 09:35:36,2.99
LADY STAGE,Horror,TERRI VASQUEZ,"Lethbridge, Canada",2005-07-27 09:38:43,4.99
MIDSUMMER GROUNDHOG,Documentary,TIMOTHY BUNN,"Lethbridge, Canada",2005-07-27 09:42:27,14.98
MONTEREY LABYRINTH,Horror,CONNIE WALLACE,"Lethbridge, Canada",2005-07-27 09:44:26,3.99
SCARFACE BANG,Children,WAYNE TRUONG,"Woodridge, Australia",2005-07-27 09:47:53,6.99
DECEIVER BETRAYED,Drama,RENEE LANE,"Lethbridge, Canada",2005-07-27 10:00:54,0.99
DRIVER ANNIE,Sports,COURTNEY DAY,"Lethbridge, Canada",2005-07-27 10:01:41,7.98
GILBERT PELICAN,Classics,JACQUELINE LONG,"Woodridge, Australia",2005-07-27 10:01:51,2.99
DRIFTER COMMANDMENTS,Action,CHARLES KOWALSKI,"Lethbridge, Canada",2005-07-27 10:04:19,4.99
STING PERSONAL,New,STEVE MACKENZIE,"Woodridge, Australia",2005-07-27 10:08:45,5.99
EMPIRE MALKOVICH,Children,JUSTIN NGO,"Woodridge, Australia",2005-07-27 10:09:30,2.99
HELLFIGHTERS SIERRA,Foreign,ANGELA HERNANDEZ,"Woodridge, Australia",2005-07-27 10:12:36,3.99
DYNAMITE TARZAN,Classics,VICTORIA GIBSON,"Lethbridge, Canada",2005-07-27 10:13:41,0.99
GUNFIGHT MOON,Comedy,BILLIE HORTON,"Woodridge, Australia",2005-07-27 10:20:27,1.98
YOUTH KICK,Music,GARY COY,"Woodridge, Australia",2005-07-27 10:21:15,3.99
LOSE INCH,Foreign,JUSTIN NGO,"Woodridge, Australia",2005-07-27 10:25:49,0.99
HONEY TIES,Sports,JAIME NETTLES,"Woodridge, Australia",2005-07-27 10:25:51,5.99
ENEMY ODDS,Music,NELLIE GARRETT,"Lethbridge, Canada",2005-07-27 10:26:11,4.99
EXORCIST STING,Sports,WALTER PERRYMAN,"Woodridge, Australia",2005-07-27 10:27:33,2.99
BEACH HEARTBREAKERS,Documentary,PAULA BRYANT,"Woodridge, Australia",2005-07-27 10:29:06,5.99
HOURS RAGE,New,ANDREW PURDY,"Woodridge, Australia",2005-07-27 10:30:41,0.99
FIREBALL PHILADELPHIA,Comedy,CRYSTAL FORD,"Lethbridge, Canada",2005-07-27 10:32:58,0.99
